16	23
17	23
17	43
18	23
18	43
18	44
19	23
19	43
20	23
20	43
20	44
21	12
21	21
21	22
21	23
21	44
21	46
22	12
22	15
22	22
22	34
22	35
22	42
22	43
22	44
22	45
22	46
23	11
23	12
23	15
23	22
23	35
23	36
23	37
23	38
23	41
23	42
23	43
23	44
24	12
24	13
24	15
24	22
24	23
24	24
24	27
24	38
24	39
24	41
24	42
24	43
24	44
25	10
25	11
25	12
25	13
25	15
25	22
25	23
25	25
25	26
25	27
25	39
25	41
25	43
26	13
26	14
26	15
26	16
26	22
26	23
26	24
26	25
26	39
26	40
26	41
27	16
27	23
27	24
27	40
28	16
28	22
28	23
28	24
28	27
28	28
28	37
28	38
28	40
28	42
28	43
28	44
29	16
29	18
29	20
29	23
29	24
29	26
29	28
29	38
29	40
29	42
29	43
29	44
29	45
30	7
30	11
30	15
30	16
30	18
30	19
30	20
30	21
30	22
30	23
30	24
30	25
30	26
30	27
30	28
30	38
30	40
30	41
30	42
31	7
31	8
31	9
31	10
31	11
31	12
31	13
31	14
31	15
31	16
31	17
31	18
31	20
31	26
31	38
31	39
31	40
32	7
32	8
32	10
32	11
32	18
32	20
32	26
32	36
32	37
32	38
33	4
33	5
33	6
33	7
33	11
33	18
33	26
33	28
33	29
33	33
33	36
33	45
33	46
34	6
34	11
34	18
34	24
34	25
34	26
34	27
34	28
34	29
34	30
34	31
34	32
34	33
34	35
34	36
34	37
34	39
34	40
34	42
34	45
35	27
35	28
35	31
35	33
35	34
35	35
35	36
35	39
35	42
35	45
36	21
36	30
36	31
36	36
36	37
36	39
36	42
36	43
36	45
36	46
37	20
37	21
37	22
37	23
37	24
37	30
37	37
37	38
37	39
37	40
37	41
37	42
37	43
37	45
37	46
37	47
37	48
37	49
38	24
38	29
38	30
38	34
38	35
38	36
38	37
38	40
38	42
38	43
38	44
38	45
39	21
39	22
39	23
39	24
39	25
39	26
39	27
39	28
39	29
39	36
39	37
39	38
39	43
40	21
40	22
40	25
40	37
41	21
41	22
41	24
41	25
41	37
41	38
42	25
42	36
42	37
42	43
42	46
42	47
43	25
43	37
43	38
43	39
43	40
43	41
43	42
43	43
43	44
43	45
43	46
44	34
44	37
44	42
44	44
44	45
44	46
45	34
45	35
45	36
45	37
45	43
45	44
45	46
45	47
45	50
46	34
46	35
46	37
46	43
46	46
46	47
46	48
46	49
46	50
47	32
47	33
47	34
47	37
47	38
47	39
47	43
47	44
47	48
47	50
48	33
48	34
48	37
48	43
48	48
49	29
49	33
49	37
49	38
49	43
49	44
50	26
50	27
50	28
50	29
50	30
50	31
50	32
50	33
50	37
51	27
51	31
51	36
51	37
51	38
51	39
52	27
52	31
52	36
52	38
52	39
52	40
52	41
52	42
52	43
53	26
53	27
53	30
53	31
53	35
53	36
53	39
53	43
53	44
54	35
54	39
54	44
54	45
54	46
54	47
54	48
55	35
55	36
55	39
55	40
55	45
55	46
56	29
56	30
56	31
56	32
56	33
56	34
56	35
56	39
56	46
57	31
57	34
57	35
57	46
58	30
58	31
58	35
58	36
58	37
58	38
59	30
59	35
59	36
60	30
60	33
60	34
60	35
60	36
60	37
61	30
61	33
61	36
61	37
62	30
62	36
63	36
